UNDETEK.EXE — Full Decompiled Source Manifest
======================================================================

Address            Category         Resolved Name                                 Ghidra Name
0x140014bec        misc             FUN_140014bec                                 FUN_140014bec
0x140014cec        misc             FUN_140014cec                                 FUN_140014cec
0x140014d88        misc             FUN_140014d88                                 FUN_140014d88
0x140014e2c        cheat_features   FUN_140014e2c                                 FUN_140014e2c
0x140014fbc        cheat_features   FUN_140014fbc                                 FUN_140014fbc
0x140015188        cheat_features   skip_whitespace<class___crt_stdio_input::stream_input_adapter,char> skip_whitespace<class___crt_stdio_input::stream_input_adapter,char>
0x1400151d8        utility          _LocaleUpdate                                 _LocaleUpdate
0x140015274        misc             FUN_140015274                                 FUN_140015274
0x1400152ec        runtime          FUN_1400152ec                                 FUN_1400152ec
0x1400153c4        misc             FUN_1400153c4                                 FUN_1400153c4
0x14001558c        misc             FUN_14001558c                                 FUN_14001558c
0x1400155c8        misc             FUN_1400155c8                                 FUN_1400155c8
0x140015604        misc             FUN_140015604                                 FUN_140015604
0x1400159bc        misc             FUN_1400159bc                                 FUN_1400159bc
0x140015b1c        runtime          FUN_140015b1c                                 FUN_140015b1c
0x14001781c        utility          convert_hexadecimal_string_to_floating_type_common convert_hexadecimal_string_to_floating_type_common
0x1400178d0        utility          FUN_1400178d0                                 FUN_1400178d0
0x140017d5c        misc             FUN_140017d5c                                 FUN_140017d5c
0x140017e10        cheat_features   FUN_140017e10                                 FUN_140017e10
0x140017ed8        utility          process_conversion_specifier                  process_conversion_specifier
0x140017ff4        utility          process_floating_point_specifier              process_floating_point_specifier
0x140018058        utility          process_integer_specifier                     process_integer_specifier
0x140018104        cheat_features   FUN_140018104                                 FUN_140018104
0x14001818c        cheat_features   FUN_14001818c                                 FUN_14001818c
0x140018238        utility          process_string_specifier                      process_string_specifier
0x1400182b8        misc             FUN_1400182b8                                 FUN_1400182b8
0x140018484        misc             FUN_140018484                                 FUN_140018484
0x140018524        misc             FUN_140018524                                 FUN_140018524
0x140018634        misc             FUN_140018634                                 FUN_140018634
0x1400187cc        utility          write_character                               write_character
0x140018860        misc             FUN_140018860                                 FUN_140018860
0x1400188d4        utility          FID_conflict___stdio_common_vfwscanf          FID_conflict:__stdio_common_vfwscanf
0x140018960        utility          memcpy_s                                      memcpy_s
0x1400189f0        misc             FUN_1400189f0                                 FUN_1400189f0
0x140018b80        entity           entity_loop_aimbot                            FUN_140018b80
0x140018cd0        misc             FUN_140018cd0                                 FUN_140018cd0
0x140018ed8        misc             FUN_140018ed8                                 FUN_140018ed8
0x140018f44        misc             FUN_140018f44                                 FUN_140018f44
0x140018f90        runtime          FUN_140018f90                                 FUN_140018f90
0x140019100        misc             FUN_140019100                                 FUN_140019100
0x140019108        misc             FUN_140019108                                 FUN_140019108
0x1400191a4        runtime          FUN_1400191a4                                 FUN_1400191a4
0x14001925c        misc             FUN_14001925c                                 FUN_14001925c
0x14001927c        utility          _invoke_watson                                _invoke_watson
0x1400192d0        runtime          FUN_1400192d0                                 FUN_1400192d0
0x140019310        misc             FUN_140019310                                 FUN_140019310
0x140019320        cheat_features   FUN_140019320                                 FUN_140019320
0x140019360        utility          _set_new_handler                              _set_new_handler
0x1400193d0        utility          _malloc_base                                  _malloc_base
0x1400193e0        utility          thunk_FUN_14001b320                           thunk_FUN_14001b320
0x1400193e8        runtime          FUN_1400193e8                                 FUN_1400193e8
0x140019554        misc             FUN_140019554                                 FUN_140019554
0x14001955c        misc             FUN_14001955c                                 FUN_14001955c
0x140019570        runtime          FUN_140019570                                 FUN_140019570
0x140019590        misc             FUN_140019590                                 FUN_140019590
0x1400195a0        runtime          FUN_1400195a0                                 FUN_1400195a0
0x1400195d0        runtime          FUN_1400195d0                                 FUN_1400195d0
0x1400195f4        misc             FUN_1400195f4                                 FUN_1400195f4
0x1400197b4        utility          __acrt_allocate_buffer_for_argv               __acrt_allocate_buffer_for_argv
0x140019814        utility          FUN_140019814                                 FUN_140019814
0x140019994        misc             FUN_140019994                                 FUN_140019994
0x140019a08        utility          FUN_140019a08                                 FUN_140019a08
0x140019b1c        utility          free_environment_tmpl                         free_environment<>
0x140019b60        utility          FUN_140019b60                                 FUN_140019b60
0x140019c40        utility          uninitialize_environment_internal_tmpl        uninitialize_environment_internal<>
0x140019c5c        utility          uninitialize_environment_internal_tmpl        uninitialize_environment_internal<>
0x140019c78        misc             FUN_140019c78                                 FUN_140019c78
0x140019cb4        utility          FUN_140019cb4                                 FUN_140019cb4
0x140019cf8        utility          FID_conflict__get_initial_narrow_environment  FID_conflict:_get_initial_narrow_environment
0x140019d48        utility          thunk_FUN_140019994                           thunk_FUN_140019994
0x140019d50        runtime          FUN_140019d50                                 FUN_140019d50
0x140019d88        runtime          FUN_140019d88                                 FUN_140019d88
0x140019dc4        cheat_features   operator()<>                                  operator()<>
0x140019dfc        cheat_features   FUN_140019dfc                                 FUN_140019dfc
0x140019ebc        misc             FUN_140019ebc                                 FUN_140019ebc
0x140019fa0        misc             FUN_140019fa0                                 FUN_140019fa0
0x140019fd0        injection        FUN_140019fd0                                 FUN_140019fd0
0x14001a034        misc             FUN_14001a034                                 FUN_14001a034
0x14001a04c        utility          _cexit                                        _cexit
0x14001a05c        misc             FUN_14001a05c                                 FUN_14001a05c
0x14001a068        runtime          FUN_14001a068                                 FUN_14001a068
0x14001a0a4        misc             FUN_14001a0a4                                 FUN_14001a0a4
0x14001a0b0        utility          _set_fmode                                    _set_fmode
0x14001a0f0        misc             FUN_14001a0f0                                 FUN_14001a0f0
0x14001a118        misc             FUN_14001a118                                 FUN_14001a118
0x14001a120        misc             FUN_14001a120                                 FUN_14001a120
0x14001a128        cheat_features   operator()<class_<lambda_410d79af7f07d98d83a3f525b3859a53>,class_<lambda_3e16ef9562a7dcce91392c22ab16ea36>&___ptr64,class_<lambda_38119f0e861e05405d8a144b9b982f0a>_> operator()<class_<lambda_410d79af7f07d98d83a3f525b3859a53>,class_<lambda_3e16ef9562a7dcce91392c22ab16ea36>&___ptr64,class_<lambda_38119f0e861e05405d8a144b9b982f0a>_>
0x14001a198        cheat_features   FUN_14001a198                                 FUN_14001a198
0x14001a1a4        utility          __acrt_uninitialize_locale                    __acrt_uninitialize_locale
0x14001a1d4        utility          _configthreadlocale                           _configthreadlocale
0x14001a240        misc             FUN_14001a240                                 FUN_14001a240
0x14001a250        cheat_features   FUN_14001a250                                 FUN_14001a250
0x14001a27c        misc             FUN_14001a27c                                 FUN_14001a27c
0x14001a284        cheat_features   operator()<>                                  operator()<>
0x14001a2c0        cheat_features   operator()<>                                  operator()<>
0x14001a2fc        runtime          FUN_14001a2fc                                 FUN_14001a2fc
0x14001a4ac        runtime          FUN_14001a4ac                                 FUN_14001a4ac
0x14001a5c4        misc             FUN_14001a5c4                                 FUN_14001a5c4
0x14001a5d4        misc             FUN_14001a5d4                                 FUN_14001a5d4
0x14001a618        utility          _initialize_onexit_table                      _initialize_onexit_table
0x14001a640        utility          _register_onexit_function                     _register_onexit_function
0x14001a69c        misc             FUN_14001a69c                                 FUN_14001a69c
0x14001a6c0        misc             FUN_14001a6c0                                 FUN_14001a6c0
0x14001a6d0        runtime          FUN_14001a6d0                                 FUN_14001a6d0
0x14001a718        cheat_features   FUN_14001a718                                 FUN_14001a718
0x14001a758        misc             FUN_14001a758                                 FUN_14001a758
0x14001a7b4        misc             FUN_14001a7b4                                 FUN_14001a7b4
0x14001a7c8        utility          __acrt_uninitialize                           __acrt_uninitialize
0x14001a800        runtime          FUN_14001a800                                 FUN_14001a800
0x14001a820        misc             FUN_14001a820                                 FUN_14001a820
0x14001a8a0        misc             FUN_14001a8a0                                 FUN_14001a8a0
0x14001a900        utility          _calloc_base                                  _calloc_base
0x14001a910        utility          wcsncmp                                       wcsncmp
0x14001a944        utility          __pctype_func                                 __pctype_func
0x14001a974        utility          _isctype_l                                    _isctype_l
0x14001aa7c        entity           player_bone_matrix                            FUN_14001aa7c
0x14001ab4c        misc             FUN_14001ab4c                                 FUN_14001ab4c
0x14001ab74        misc             FUN_14001ab74                                 FUN_14001ab74
0x14001ab98        misc             FUN_14001ab98                                 FUN_14001ab98
0x14001abbc        entity           get_client_entity                             FUN_14001abbc
0x14001abe0        utility          __acrt_update_locale_info                     __acrt_update_locale_info
0x14001ac14        misc             FUN_14001ac14                                 FUN_14001ac14
0x14001ac4c        misc             FUN_14001ac4c                                 FUN_14001ac4c
0x14001ac80        misc             FUN_14001ac80                                 FUN_14001ac80
0x14001acb8        cheat_features   operator()<>                                  operator()<>
0x14001acf8        cheat_features   operator()<>                                  operator()<>
0x14001ad38        cheat_features   operator()<>                                  operator()<>
0x14001ad80        cheat_features   operator()<>                                  operator()<>
0x14001ade0        utility          construct_ptd_array                           construct_ptd_array
0x14001aeb0        misc             FUN_14001aeb0                                 FUN_14001aeb0
0x14001aed0        utility          destroy_ptd_array                             destroy_ptd_array
0x14001afc8        utility          FUN_14001afc8                                 FUN_14001afc8
0x14001b080        utility          replace_current_thread_locale_nolock          replace_current_thread_locale_nolock
0x14001b0e8        misc             FUN_14001b0e8                                 FUN_14001b0e8
0x14001b104        misc             FUN_14001b104                                 FUN_14001b104
0x14001b148        entity           world_to_screen                               FUN_14001b148
0x14001b1d8        misc             FUN_14001b1d8                                 FUN_14001b1d8
0x14001b234        misc             FUN_14001b234                                 FUN_14001b234
0x14001b278        utility          FUN_14001b278                                 FUN_14001b278
0x14001b2a0        utility          _calloc_base                                  _calloc_base
0x14001b320        utility          FUN_14001b320                                 FUN_14001b320
0x14001b378        utility          FUN_14001b378                                 FUN_14001b378
0x14001b3b0        injection        FUN_14001b3b0                                 FUN_14001b3b0
0x14001b564        runtime          FUN_14001b564                                 FUN_14001b564
0x14001b5c0        runtime          FUN_14001b5c0                                 FUN_14001b5c0
0x14001b60c        runtime          FUN_14001b60c                                 FUN_14001b60c
0x14001b6d0        utility          FlsAlloc                                      FlsAlloc
0x14001b6d8        utility          FlsFree                                       FlsFree
0x14001b6e0        utility          FlsGetValue                                   FlsGetValue
0x14001b6e8        misc             FUN_14001b6e8                                 FUN_14001b6e8
0x14001b6f4        utility          FlsSetValue                                   FlsSetValue
0x14001b6fc        utility          InitializeCriticalSectionEx                   InitializeCriticalSectionEx
0x14001b704        runtime          FUN_14001b704                                 FUN_14001b704
0x14001b7f8        runtime          FUN_14001b7f8                                 FUN_14001b7f8
0x14001b85c        misc             FUN_14001b85c                                 FUN_14001b85c
0x14001b88c        misc             FUN_14001b88c                                 FUN_14001b88c
0x14001b8d0        utility          __acrt_uninitialize_winapi_thunks             __acrt_uninitialize_winapi_thunks
0x14001b914        cheat_features   FUN_14001b914                                 FUN_14001b914
0x14001b9c8        misc             FUN_14001b9c8                                 FUN_14001b9c8
0x14001ba64        cheat_features   FUN_14001ba64                                 FUN_14001ba64
0x14001bb48        utility          common_flush_all                              common_flush_all
0x14001bba8        cheat_features   FUN_14001bba8                                 FUN_14001bba8
0x14001bc34        misc             FUN_14001bc34                                 FUN_14001bc34
0x14001bd08        utility          common_flush_all                              common_flush_all
0x14001bd10        utility          __acrt_stdio_free_buffer_nolock               __acrt_stdio_free_buffer_nolock
0x14001bd54        misc             FUN_14001bd54                                 FUN_14001bd54
0x14001be54        misc             FUN_14001be54                                 FUN_14001be54
0x14001bf5c        utility          __acrt_initialize_lowio                       __acrt_initialize_lowio
0x14001bf98        utility          __acrt_uninitialize_lowio                     __acrt_uninitialize_lowio
0x14001bfd8        utility          _fileno                                       _fileno
0x14001c000        cheat_features   FUN_14001c000                                 FUN_14001c000
0x14001c170        utility          _malloc_base                                  _malloc_base
0x14001c1d0        misc             FUN_14001c1d0                                 FUN_14001c1d0
0x14001c564        misc             FUN_14001c564                                 FUN_14001c564
0x14001c668        misc             FUN_14001c668                                 FUN_14001c668
0x14001c84c        misc             FUN_14001c84c                                 FUN_14001c84c
0x14001c924        misc             FUN_14001c924                                 FUN_14001c924
0x14001ca74        misc             FUN_14001ca74                                 FUN_14001ca74
0x14001cbc8        utility          should_round_up                               should_round_up
0x14001cce0        misc             FUN_14001cce0                                 FUN_14001cce0
0x14001cfc8        misc             FUN_14001cfc8                                 FUN_14001cfc8
0x14001d178        misc             FUN_14001d178                                 FUN_14001d178
0x14001d2f0        misc             FUN_14001d2f0                                 FUN_14001d2f0
0x14001d394        misc             FUN_14001d394                                 FUN_14001d394
0x14001d3cc        runtime          FUN_14001d3cc                                 FUN_14001d3cc
0x14001d58c        misc             FUN_14001d58c                                 FUN_14001d58c
0x14001d630        misc             FUN_14001d630                                 FUN_14001d630
0x14001d678        misc             FUN_14001d678                                 FUN_14001d678
0x14001d830        runtime          FUN_14001d830                                 FUN_14001d830
0x14001d848        cheat_features   FUN_14001d848                                 FUN_14001d848
0x14001d860        misc             FUN_14001d860                                 FUN_14001d860
0x14001d8ac        cheat_features   FUN_14001d8ac                                 FUN_14001d8ac
0x14001d974        cheat_features   FUN_14001d974                                 FUN_14001d974
0x14001d9c0        utility          isspace                                       isspace
0x14001da68        misc             FUN_14001da68                                 FUN_14001da68
0x14001db1c        cheat_features   FUN_14001db1c                                 FUN_14001db1c
0x14001dc40        utility          fegetround                                    fegetround
0x14001dc60        utility          __acrt_initialize_locks                       __acrt_initialize_locks
0x14001dca8        utility          __acrt_lock                                   __acrt_lock
0x14001dcc4        utility          __acrt_uninitialize_locks                     __acrt_uninitialize_locks
0x14001dcfc        utility          __acrt_unlock                                 __acrt_unlock
0x14001dd2c        utility          FUN_14001dd2c                                 FUN_14001dd2c
0x14001decc        utility          FUN_14001decc                                 FUN_14001decc
0x14001e078        utility          FUN_14001e078                                 FUN_14001e078
0x14001e2b4        utility          FUN_14001e2b4                                 FUN_14001e2b4
0x14001e438        runtime          FUN_14001e438                                 FUN_14001e438
0x14001e798        utility          thunk_FUN_14001e078                           thunk_FUN_14001e078
0x14001e7a0        misc             FUN_14001e7a0                                 FUN_14001e7a0
0x14001e8bc        runtime          FUN_14001e8bc                                 FUN_14001e8bc
0x14001e9e0        cheat_features   FUN_14001e9e0                                 FUN_14001e9e0
0x14001ebb0        utility          getSystemCP                                   getSystemCP
0x14001ec30        misc             FUN_14001ec30                                 FUN_14001ec30
0x14001ecc8        runtime          FUN_14001ecc8                                 FUN_14001ecc8
0x14001eec0        cheat_features   FUN_14001eec0                                 FUN_14001eec0
0x14001f130        utility          update_thread_multibyte_data_internal         update_thread_multibyte_data_internal
0x14001f1e8        utility          __acrt_initialize_multibyte                   __acrt_initialize_multibyte
0x14001f248        misc             FUN_14001f248                                 FUN_14001f248
0x14001f264        runtime          FUN_14001f264                                 FUN_14001f264
0x14001f52c        misc             FUN_14001f52c                                 FUN_14001f52c
0x14001f5a0        misc             FUN_14001f5a0                                 FUN_14001f5a0
0x14001f5b4        misc             FUN_14001f5b4                                 FUN_14001f5b4
0x14001f644        misc             FUN_14001f644                                 FUN_14001f644
0x14001f724        utility          FUN_14001f724                                 FUN_14001f724
0x14001f834        utility          FUN_14001f834                                 FUN_14001f834
0x14001fb8c        utility          FUN_14001fb8c                                 FUN_14001fb8c
0x14001fc74        utility          thunk_FUN_14001f834                           thunk_FUN_14001f834
0x14001fc7c        cheat_features   FUN_14001fc7c                                 FUN_14001fc7c
0x14001fc98        cheat_features   FUN_14001fc98                                 FUN_14001fc98
0x14001fcb0        misc             FUN_14001fcb0                                 FUN_14001fcb0
0x14001fce0        utility          __acrt_lowio_create_handle_array              __acrt_lowio_create_handle_array
0x14001fd88        utility          __acrt_lowio_destroy_handle_array             __acrt_lowio_destroy_handle_array
0x14001fdd8        utility          __acrt_lowio_ensure_fh_exists                 __acrt_lowio_ensure_fh_exists
0x14001fe80        misc             FUN_14001fe80                                 FUN_14001fe80
0x14001fea8        misc             FUN_14001fea8                                 FUN_14001fea8
0x14001fed0        misc             FUN_14001fed0                                 FUN_14001fed0
0x14001ff8c        misc             FUN_14001ff8c                                 FUN_14001ff8c
0x14002001c        utility          __acrt_locale_free_monetary                   __acrt_locale_free_monetary
0x140020128        utility          __acrt_locale_free_numeric                    __acrt_locale_free_numeric
0x140020194        misc             FUN_140020194                                 FUN_140020194
0x1400201c8        utility          __acrt_locale_free_time                       __acrt_locale_free_time
0x1400202d0        runtime          FUN_1400202d0                                 FUN_1400202d0
0x140020460        utility          __acrt_add_locale_ref                         __acrt_add_locale_ref
0x1400204ec        utility          __acrt_free_locale                            __acrt_free_locale
0x140020664        utility          __acrt_locale_add_lc_time_reference           __acrt_locale_add_lc_time_reference
0x14002068c        utility          __acrt_locale_free_lc_time_if_unreferenced    __acrt_locale_free_lc_time_if_unreferenced
0x1400206c4        utility          __acrt_locale_release_lc_time_reference       __acrt_locale_release_lc_time_reference
0x1400206ec        utility          __acrt_release_locale_ref                     __acrt_release_locale_ref
0x140020794        utility          __acrt_update_thread_locale_data              __acrt_update_thread_locale_data
0x140020804        utility          _updatetlocinfoEx_nolock                      _updatetlocinfoEx_nolock
0x140020870        utility          _recalloc_base                                _recalloc_base
0x140020930        misc             FUN_140020930                                 FUN_140020930
0x140020988        runtime          FUN_140020988                                 FUN_140020988
0x140020a08        runtime          FUN_140020a08                                 FUN_140020a08
0x140020a44        cheat_features   FUN_140020a44                                 FUN_140020a44
0x140020a8c        utility          __acrt_get_sigabrt_handler                    __acrt_get_sigabrt_handler
0x140020abc        misc             FUN_140020abc                                 FUN_140020abc
0x140020adc        cheat_features   FUN_140020adc                                 FUN_140020adc
0x140020d38        misc             FUN_140020d38                                 FUN_140020d38
0x140020de0        misc             FUN_140020de0                                 FUN_140020de0
0x140020e5c        cheat_features   FUN_140020e5c                                 FUN_140020e5c
0x140020f04        misc             FUN_140020f04                                 FUN_140020f04
0x140020f9c        misc             FUN_140020f9c                                 FUN_140020f9c
0x140021028        utility          _commit                                       _commit
0x1400210bc        runtime          FUN_1400210bc                                 FUN_1400210bc
0x140021550        runtime          FUN_140021550                                 FUN_140021550
0x140021658        runtime          FUN_140021658                                 FUN_140021658
0x140021774        runtime          FUN_140021774                                 FUN_140021774
0x1400218e8        misc             FUN_1400218e8                                 FUN_1400218e8
0x140021a08        misc             FUN_140021a08                                 FUN_140021a08
0x140021d38        misc             FUN_140021d38                                 FUN_140021d38
0x140021f34        misc             FUN_140021f34                                 FUN_140021f34
0x140022264        misc             FUN_140022264                                 FUN_140022264
0x140022384        utility          FUN_140022384                                 FUN_140022384
0x1400227e4        utility          __acrt_stdio_allocate_buffer_nolock           __acrt_stdio_allocate_buffer_nolock
0x140022850        misc             FUN_140022850                                 FUN_140022850
0x140022920        misc             FUN_140022920                                 FUN_140022920
0x140022a30        runtime          FUN_140022a30                                 FUN_140022a30
0x140023cb0        misc             FUN_140023cb0                                 FUN_140023cb0
0x140023d54        misc             FUN_140023d54                                 FUN_140023d54
0x140023d5c        misc             FUN_140023d5c                                 FUN_140023d5c
0x140023d70        cheat_features   FUN_140023d70                                 FUN_140023d70
0x140023e68        misc             FUN_140023e68                                 FUN_140023e68
0x140023ef0        cheat_features   FUN_140023ef0                                 FUN_140023ef0
0x140023fbc        misc             FUN_140023fbc                                 FUN_140023fbc
0x140024020        misc             FUN_140024020                                 FUN_140024020
0x140024030        misc             FUN_140024030                                 FUN_140024030
0x140024110        misc             FUN_140024110                                 FUN_140024110
0x140024170        misc             FUN_140024170                                 FUN_140024170
0x1400242a0        misc             FUN_1400242a0                                 FUN_1400242a0
0x140024320        runtime          FUN_140024320                                 FUN_140024320
0x1400246c0        misc             FUN_1400246c0                                 FUN_1400246c0
0x1400247f0        runtime          FUN_1400247f0                                 FUN_1400247f0
0x140024890        cheat_features   FUN_140024890                                 FUN_140024890
0x140024c48        misc             FUN_140024c48                                 FUN_140024c48
0x140024c50        utility          _mbsdec_l                                     _mbsdec_l
0x140024ce4        runtime          FUN_140024ce4                                 FUN_140024ce4
0x140025018        utility          __acrt_LCMapStringA                           __acrt_LCMapStringA
0x1400250b0        misc             FUN_1400250b0                                 FUN_1400250b0
0x1400250d0        utility          FUN_1400250d0                                 FUN_1400250d0
0x140025274        misc             FUN_140025274                                 FUN_140025274
0x140025420        misc             FUN_140025420                                 FUN_140025420
0x140025490        utility          _msize_base                                   _msize_base
0x1400254e0        utility          _realloc_base                                 _realloc_base
0x14002555c        misc             FUN_14002555c                                 FUN_14002555c
0x1400255d4        misc             FUN_1400255d4                                 FUN_1400255d4
0x140025698        process_enum     FUN_140025698                                 FUN_140025698
0x140025768        cheat_features   FUN_140025768                                 FUN_140025768
0x140025784        misc             FUN_140025784                                 FUN_140025784
0x1400258a4        misc             FUN_1400258a4                                 FUN_1400258a4
0x140025954        misc             FUN_140025954                                 FUN_140025954
0x1400259f0        misc             FUN_1400259f0                                 FUN_1400259f0
0x140025a8c        utility          thunk_FUN_1400258a4                           thunk_FUN_1400258a4
0x140025a94        misc             FUN_140025a94                                 FUN_140025a94
0x140025ae0        misc             FUN_140025ae0                                 FUN_140025ae0
0x140025b50        misc             FUN_140025b50                                 FUN_140025b50
0x140025b70        misc             FUN_140025b70                                 FUN_140025b70
0x140025be0        misc             FUN_140025be0                                 FUN_140025be0
0x140025c40        misc             FUN_140025c40                                 FUN_140025c40
0x140025d10        misc             FUN_140025d10                                 FUN_140025d10
0x1400262bc        misc             FUN_1400262bc                                 FUN_1400262bc
0x1400262e0        utility          __strncnt                                     __strncnt
0x140026300        misc             FUN_140026300                                 FUN_140026300
0x140026340        misc             FUN_140026340                                 FUN_140026340
0x1400263d0        misc             FUN_1400263d0                                 FUN_1400263d0
0x14002652c        runtime          FUN_14002652c                                 FUN_14002652c
0x1400268bc        utility          __acrt_CompareStringA                         __acrt_CompareStringA
0x140026948        utility          __dcrt_lowio_ensure_console_output_initialized __dcrt_lowio_ensure_console_output_initialized
0x14002699c        process_enum     FUN_14002699c                                 FUN_14002699c
0x1400269b8        utility          __dcrt_write_console                          __dcrt_write_console
0x140026a80        misc             FUN_140026a80                                 FUN_140026a80
0x140026af0        utility          thunk_FUN_140026b00                           thunk_FUN_140026b00
0x140026b00        misc             FUN_140026b00                                 FUN_140026b00
0x140026da0        misc             FUN_140026da0                                 FUN_140026da0
0x140026eb0        runtime          FUN_140026eb0                                 FUN_140026eb0
0x140026ff0        misc             FUN_140026ff0                                 FUN_140026ff0
0x140027020        cheat_features   FUN_140027020                                 FUN_140027020
0x1400270e0        misc             FUN_1400270e0                                 FUN_1400270e0
0x140027100        misc             FUN_140027100                                 FUN_140027100
0x1400271a0        misc             FUN_1400271a0                                 FUN_1400271a0
0x1400271c0        misc             FUN_1400271c0                                 FUN_1400271c0
0x140027240        misc             FUN_140027240                                 FUN_140027240
0x140027250        misc             FUN_140027250                                 FUN_140027250
0x140027260        misc             FUN_140027260                                 FUN_140027260
0x140027280        misc             FUN_140027280                                 FUN_140027280
0x140027290        misc             FUN_140027290                                 FUN_140027290
0x1400272c0        misc             FUN_1400272c0                                 FUN_1400272c0
0x1400275d0        misc             FUN_1400275d0                                 FUN_1400275d0
0x140027610        utility          _FindPESection                                _FindPESection
0x140027660        misc             FUN_140027660                                 FUN_140027660
0x1400276b0        misc             FUN_1400276b0                                 FUN_1400276b0
0x1400276dc        utility          __GSHandlerCheck_SEH                          __GSHandlerCheck_SEH
0x140027764        misc             FUN_140027764                                 FUN_140027764
0x1400277e4        misc             FUN_1400277e4                                 FUN_1400277e4
0x140027810        misc             FUN_140027810                                 FUN_140027810
0x14002785c        misc             FUN_14002785c                                 FUN_14002785c
0x1400279a0        utility          _guard_dispatch_icall                         _guard_dispatch_icall
0x1400279c0        utility          _guard_dispatch_icall                         _guard_dispatch_icall
0x1400279e0        utility          _guard_dispatch_icall                         _guard_dispatch_icall
0x140027a10        misc             FUN_140027a10                                 FUN_140027a10
0x140027a20        misc             FUN_140027a20                                 FUN_140027a20
0x1400280b0        misc             FUN_1400280b0                                 FUN_1400280b0
0x1400280c0        misc             FUN_1400280c0                                 FUN_1400280c0
0x140028460        cheat_features   aimbot_calculate_angle                        strncpy
0x1400285e0        cheat_features   triggerbot_fire_check                         strcmp
0x140028660        cheat_features   esp_draw_boxes                                strlen
0x140028720        utility          strncmp                                       strncmp
0x1400287b0        misc             FUN_1400287b0                                 FUN_1400287b0
0x1400287d0        misc             FUN_1400287d0                                 FUN_1400287d0
0x1400287f0        misc             FUN_1400287f0                                 FUN_1400287f0
0x140028810        misc             FUN_140028810                                 FUN_140028810
0x140028830        misc             FUN_140028830                                 FUN_140028830
0x140028850        misc             FUN_140028850                                 FUN_140028850
0x140028880        utility          FUN_140028880                                 FUN_140028880
0x1400288a0        misc             FUN_1400288a0                                 FUN_1400288a0
0x1400288b8        misc             FUN_1400288b8                                 FUN_1400288b8
0x1400288d6        misc             FUN_1400288d6                                 FUN_1400288d6
0x1400288ee        misc             FUN_1400288ee                                 FUN_1400288ee
0x140028995        misc             FUN_140028995                                 FUN_140028995
0x140028a4a        misc             FUN_140028a4a                                 FUN_140028a4a
0x140028adc        misc             FUN_140028adc                                 FUN_140028adc
0x140028af8        misc             FUN_140028af8                                 FUN_140028af8
0x140028b19        misc             FUN_140028b19                                 FUN_140028b19
0x140028b9f        misc             FUN_140028b9f                                 FUN_140028b9f
0x140028bc7        misc             FUN_140028bc7                                 FUN_140028bc7
0x140028c58        misc             FUN_140028c58                                 FUN_140028c58
0x140028c6e        misc             FUN_140028c6e                                 FUN_140028c6e
0x140028c91        misc             FUN_140028c91                                 FUN_140028c91
0x140028ca7        misc             FUN_140028ca7                                 FUN_140028ca7
0x140028cca        misc             FUN_140028cca                                 FUN_140028cca
0x140028ce4        misc             FUN_140028ce4                                 FUN_140028ce4
0x140028d00        cheat_features   FUN_140028d00                                 FUN_140028d00
0x140028d16        cheat_features   FUN_140028d16                                 FUN_140028d16
0x140028d2c        cheat_features   FUN_140028d2c                                 FUN_140028d2c
0x140028d46        misc             FUN_140028d46                                 FUN_140028d46
0x140028d73        cheat_features   FUN_140028d73                                 FUN_140028d73
0x140028d8d        cheat_features   FUN_140028d8d                                 FUN_140028d8d
0x140028da6        cheat_features   FUN_140028da6                                 FUN_140028da6
0x140028dc3        cheat_features   FUN_140028dc3                                 FUN_140028dc3
0x140028ddc        cheat_features   FUN_140028ddc                                 FUN_140028ddc
0x140028df6        cheat_features   FUN_140028df6                                 FUN_140028df6
0x140028e0f        cheat_features   FUN_140028e0f                                 FUN_140028e0f
0x140028e28        cheat_features   FUN_140028e28                                 FUN_140028e28
0x140028e49        misc             FUN_140028e49                                 FUN_140028e49
0x140028e61        misc             FUN_140028e61                                 FUN_140028e61
0x140028e7b        misc             FUN_140028e7b                                 FUN_140028e7b
0x140028e92        misc             FUN_140028e92                                 FUN_140028e92
0x140028eb0        misc             _ctrlfp$filt$0                                _ctrlfp$filt$0
0x140028ee0        misc             FUN_140028ee0                                 FUN_140028ee0
0x140028f10        misc             FUN_140028f10                                 FUN_140028f10

Total: 843 functions
